cultivo,tipo_suelo,sistema_riego,area_ha,dias_ciclo,doy_inicio,capacidad_campo,punto_marchitez,prof_raiz_m,et0_promedio_mmdia,et0_maximo_mmdia,lluvia_total_mm,etc_total_mm,kc_promedio,humedad_suelo_promedio,deficit_hidrico_frac,n_riegos,volumen_agua_total_m3_ha,rendimiento_real_ton_ha
Chile,franco-arcilloso,goteo,71.71,125,241,0.36,0.2,0.59,4.802,8.594,76.72,494.37,0.868,0.3164,0.0,8,4470.98,31.642
Chile,franco,goteo,74.61,125,238,0.3,0.16,0.68,4.877,8.078,69.16,500.15,0.868,0.2568,0.0,7,4042.48,27.031
Chile,franco-arenoso,gravedad,63.39,125,224,0.24,0.12,0.57,5.387,8.445,109.54,554.82,0.868,0.2096,0.0,13,7321.23,34.568
Chile,franco-arcilloso,gravedad,51.84,125,97,0.36,0.2,0.65,8.489,10.717,49.17,932.03,0.868,0.3062,0.0,13,14074.41,31.034
Chile,franco-arenoso,goteo,73.08,125,320,0.24,0.12,0.58,4.294,7.273,17.93,477.27,0.868,0.2042,0.0,11,4850.54,30.638
Chile,franco-arcilloso,gravedad,48.35,125,323,0.36,0.2,0.57,4.429,7.356,5.09,494.59,0.868,0.3174,0.0,10,7524.61,28.597
Chile,franco-arcilloso,gravedad,21.44,125,264,0.36,0.2,0.57,4.366,7.344,12.82,456.06,0.868,0.3153,0.0,9,6797.34,30.04
Chile,arcilloso,microaspersion,42.46,125,9,0.42,0.22,0.46,5.944,9.054,14.29,675.59,0.868,0.3565,0.0,12,7668.67,29.722
Chile,franco-arcilloso,aspersion,49.56,125,65,0.36,0.2,0.48,7.906,10.755,12.35,881.32,0.868,0.3101,0.0,20,11714.67,26.654
Chile,franco-arcilloso,goteo,29.73,125,104,0.36,0.2,0.51,8.433,10.058,59.47,923.41,0.868,0.3131,0.0,20,9311.12,28.777
Chile,franco-arcilloso,gravedad,28.22,125,39,0.36,0.2,0.62,7.173,10.6,23.38,809.52,0.868,0.3141,0.0,15,12418.49,28.629
Chile,arcilloso,microaspersion,30.16,125,346,0.42,0.22,0.52,4.927,8.446,10.6,558.19,0.868,0.3693,0.0,11,6625.73,29.891
Chile,franco-arenoso,aspersion,70.75,125,358,0.24,0.12,0.54,5.309,9.029,22.4,599.71,0.868,0.2054,0.0,17,7619.0,26.531
Chile,franco,gravedad,72.18,125,48,0.3,0.16,0.66,7.348,9.515,13.57,825.54,0.868,0.2566,0.0,15,12493.7,27.15
Chile,franco,gravedad,41.53,125,295,0.3,0.16,0.64,3.946,6.478,17.77,424.51,0.868,0.257,0.0,7,6232.65,31.877
Chile,arcilloso,microaspersion,10.5,125,162,0.42,0.22,0.58,7.619,9.967,164.47,806.53,0.868,0.3659,0.0,10,7803.74,29.92
Chile,arcilloso,microaspersion,15.01,125,204,0.42,0.22,0.58,6.158,9.404,164.93,637.69,0.868,0.3667,0.0,7,5180.6,32.033
Chile,arcilloso,goteo,9.58,125,172,0.42,0.22,0.54,7.293,9.77,229.13,768.23,0.868,0.3653,0.0,9,5615.78,29.185
Chile,franco,gravedad,37.4,125,263,0.3,0.16,0.68,4.291,7.402,28.03,445.12,0.868,0.2638,0.0,8,6119.46,30.032
Chile,franco-arcilloso,microaspersion,11.29,125,227,0.36,0.2,0.62,5.229,8.564,73.12,538.31,0.868,0.3161,0.0,8,5424.62,27.477
Chile,franco-arcilloso,goteo,54.73,125,89,0.36,0.2,0.57,8.334,10.575,100.42,921.64,0.868,0.3083,0.0,15,8843.46,28.332
Chile,franco-arcilloso,gravedad,70.83,125,184,0.36,0.2,0.61,6.874,10.123,176.55,720.34,0.868,0.32,0.0,11,8291.07,31.988
Chile,arcilloso,goteo,46.25,125,162,0.42,0.22,0.55,7.62,10.282,313.91,806.63,0.868,0.3621,0.0,8,5136.12,29.891
Chile,arcilloso,goteo,11.63,125,338,0.42,0.22,0.56,4.632,8.073,7.04,521.57,0.868,0.3671,0.0,8,4942.89,29.688
Chile,franco,aspersion,27.81,125,13,0.3,0.16,0.5,5.982,9.554,12.19,678.8,0.868,0.2562,0.0,17,8634.3,29.961
Chile,franco-arcilloso,gravedad,72.2,125,218,0.36,0.2,0.54,5.54,8.931,137.11,570.08,0.868,0.3114,0.0,8,6393.51,28.865
Chile,arcilloso,gravedad,34.79,125,83,0.42,0.22,0.69,8.207,10.18,45.63,909.62,0.868,0.3631,0.0,11,13173.48,31.2
Chile,franco-arcilloso,gravedad,41.23,125,285,0.36,0.2,0.5,4.113,6.304,4.6,438.81,0.868,0.3102,0.0,9,6947.51,28.007
Chile,franco-arcilloso,gravedad,14.28,125,86,0.36,0.2,0.65,8.174,10.009,87.03,902.88,0.868,0.3128,0.0,14,13175.64,28.871
Chile,arcilloso,goteo,44.89,125,169,0.42,0.22,0.69,7.364,9.69,176.56,776.79,0.868,0.367,0.0,8,6588.16,33.823
Chile,arcilloso,microaspersion,25.77,125,212,0.42,0.22,0.6,5.779,8.695,163.63,599.0,0.868,0.3721,0.0,7,5114.96,30.196
Chile,arcilloso,aspersion,66.12,125,85,0.42,0.22,0.56,8.317,10.252,114.07,919.18,0.868,0.3583,0.0,12,9990.65,28.444
Chile,arcilloso,gravedad,55.77,125,120,0.42,0.22,0.55,8.516,10.445,153.13,921.51,0.868,0.3639,0.0,13,12689.03,30.349
Chile,franco-arcilloso,goteo,49.5,125,33,0.36,0.2,0.52,6.907,10.48,24.22,779.29,0.868,0.313,0.0,17,7961.8,29.299
Chile,franco,aspersion,55.1,125,139,0.3,0.16,0.53,8.16,10.456,132.44,876.09,0.868,0.2544,0.0,16,9704.69,30.215
Chile,franco-arcilloso,gravedad,74.95,125,51,0.36,0.2,0.51,7.454,10.404,12.22,836.61,0.868,0.3117,0.0,18,12594.91,30.839
Chile,arcilloso,microaspersion,63.29,125,290,0.42,0.22,0.47,3.929,5.855,17.68,422.1,0.868,0.3691,0.0,8,4359.05,29.895
Chile,arcilloso,goteo,13.86,125,197,0.42,0.22,0.63,6.376,9.492,201.87,661.98,0.868,0.3611,0.0,6,4685.07,28.023
Chile,franco,gravedad,53.99,125,236,0.3,0.16,0.49,5.067,8.433,122.62,523.08,0.868,0.2605,0.0,11,7061.59,33.552
Chile,arcilloso,gravedad,45.92,125,320,0.42,0.22,0.56,4.32,6.67,28.07,479.99,0.868,0.3636,0.0,7,7316.14,29.006
Chile,franco,aspersion,12.85,125,326,0.3,0.16,0.47,4.305,6.979,19.27,481.87,0.868,0.2566,0.0,12,6213.77,27.665
Chile,franco-arcilloso,goteo,49.57,125,347,0.36,0.2,0.58,4.904,8.353,8.4,553.4,0.868,0.312,0.0,10,5964.6,30.649
Chile,arcilloso,aspersion,28.34,125,239,0.42,0.22,0.58,4.843,8.051,140.58,498.35,0.868,0.3634,0.0,5,4741.14,32.063
Chile,franco-arcilloso,gravedad,21.28,125,108,0.36,0.2,0.67,8.576,10.516,88.74,937.44,0.868,0.3151,0.0,15,13098.84,29.141
Chile,franco-arenoso,goteo,56.84,125,107,0.24,0.12,0.51,8.499,9.919,246.2,928.92,0.868,0.2041,0.0,22,8197.28,30.626
Chile,franco-arcilloso,aspersion,52.73,125,277,0.36,0.2,0.69,4.081,6.473,15.73,427.79,0.868,0.321,0.0,7,4943.17,26.933
Chile,arcilloso,gravedad,32.7,125,257,0.42,0.22,0.67,4.39,7.233,64.01,455.02,0.868,0.3676,0.0,5,6224.63,33.334
Chile,franco-arcilloso,gravedad,17.94,125,200,0.36,0.2,0.48,6.33,9.371,165.0,656.65,0.868,0.3182,0.0,13,8266.63,24.211
Chile,arcilloso,aspersion,29.47,125,177,0.42,0.22,0.52,7.201,10.206,214.81,755.58,0.868,0.366,0.0,9,6920.72,29.61
Chile,arcilloso,goteo,33.18,125,125,0.42,0.22,0.59,8.498,10.063,143.33,920.58,0.868,0.3595,0.0,12,8457.6,26.564
Chile,franco-arcilloso,microaspersion,77.51,125,263,0.36,0.2,0.64,4.224,7.43,44.7,440.9,0.868,0.3223,0.0,8,4541.33,27.503
Chile,franco-arenoso,gravedad,6.08,125,316,0.24,0.12,0.69,4.172,7.565,13.86,462.57,0.868,0.2042,0.0,9,7358.07,22.246
Chile,arcilloso,aspersion,74.56,125,51,0.42,0.22,0.52,7.426,10.264,15.64,835.99,0.868,0.3611,0.0,14,10494.42,31.428
Chile,arcilloso,goteo,57.12,125,313,0.42,0.22,0.48,4.178,7.008,20.53,460.6,0.868,0.3661,0.0,8,4484.73,32.195
Chile,franco-arcilloso,gravedad,47.88,125,252,0.36,0.2,0.5,4.475,7.325,51.66,461.86,0.868,0.3149,0.0,9,6446.44,29.928
Chile,arcilloso,goteo,20.17,125,84,0.42,0.22,0.58,8.274,10.097,64.66,915.07,0.868,0.3641,0.0,14,9097.72,33.659
Chile,franco-arcilloso,goteo,56.35,125,224,0.36,0.2,0.54,5.384,9.411,55.75,553.19,0.868,0.3111,0.0,10,5472.18,31.639
Chile,franco-arcilloso,aspersion,46.74,125,32,0.36,0.2,0.49,6.758,10.306,6.27,764.67,0.868,0.307,0.0,15,9575.85,29.416
Chile,franco-arcilloso,goteo,69.74,125,279,0.36,0.2,0.62,4.074,6.25,21.57,429.66,0.868,0.3159,0.0,7,3978.47,31.432
Chile,franco,gravedad,67.74,125,90,0.3,0.16,0.48,8.34,10.287,44.57,919.81,0.868,0.2546,0.0,23,13865.72,29.74
Chile,arcilloso,aspersion,76.55,125,219,0.42,0.22,0.56,5.532,9.173,116.08,570.4,0.868,0.3596,0.0,6,5359.97,31.347
Chile,franco-arcilloso,gravedad,7.42,125,118,0.36,0.2,0.65,8.459,10.505,67.43,918.21,0.868,0.3126,0.0,15,13770.91,28.923
Chile,franco-arcilloso,goteo,22.83,125,275,0.36,0.2,0.65,4.144,6.581,19.41,435.41,0.868,0.3129,0.0,6,4163.84,27.173
Chile,franco-arcilloso,microaspersion,65.09,125,268,0.36,0.2,0.65,4.145,6.925,3.17,432.17,0.868,0.3184,0.0,8,4804.39,30.19
Chile,franco-arcilloso,gravedad,51.18,125,342,0.36,0.2,0.6,4.84,8.495,21.04,543.86,0.868,0.3184,0.0,11,8554.65,28.791
Chile,arcilloso,goteo,77.8,125,15,0.42,0.22,0.54,6.086,9.483,22.04,689.43,0.868,0.3682,0.0,12,6891.51,30.55
Chile,arcilloso,aspersion,51.76,125,179,0.42,0.22,0.49,7.132,10.463,200.63,745.51,0.868,0.3659,0.0,10,6964.08,30.247
Chile,franco-arcilloso,gravedad,34.12,125,70,0.36,0.2,0.53,7.945,10.092,27.44,885.74,0.868,0.3114,0.0,18,13542.38,33.455
Chile,franco,microaspersion,62.13,125,63,0.3,0.16,0.48,7.889,10.483,33.01,881.82,0.868,0.248,0.0,19,9657.19,29.717
Chile,franco,goteo,78.78,125,301,0.3,0.16,0.53,4.195,6.235,5.34,456.06,0.868,0.2606,0.0,11,4632.22,26.698
Chile,franco,gravedad,24.67,125,109,0.3,0.16,0.66,8.478,10.78,97.17,923.72,0.868,0.255,0.0,15,13445.79,30.994
Chile,franco-arcilloso,microaspersion,25.6,125,279,0.36,0.2,0.49,4.042,6.512,9.95,427.08,0.868,0.3143,0.0,9,4697.27,35.289
Chile,franco-arcilloso,goteo,70.86,125,196,0.36,0.2,0.57,6.621,9.716,252.95,687.21,0.868,0.3161,0.0,9,4725.51,29.544
Chile,franco-arcilloso,microaspersion,66.83,125,54,0.36,0.2,0.53,7.497,9.873,5.19,841.11,0.868,0.3096,0.0,17,9892.72,29.699
Chile,franco-arenoso,goteo,28.34,125,124,0.24,0.12,0.48,8.395,10.435,113.33,906.7,0.868,0.2015,0.0,24,8430.32,32.541
Chile,franco-arcilloso,goteo,18.05,125,248,0.36,0.2,0.59,4.616,8.42,28.99,477.01,0.868,0.3194,0.0,9,4570.61,33.278
Chile,franco,microaspersion,32.22,125,304,0.3,0.16,0.64,4.032,6.331,2.96,440.39,0.868,0.2593,0.0,8,4863.39,29.883
Chile,franco-arenoso,goteo,60.17,125,195,0.24,0.12,0.69,6.455,9.399,146.91,670.49,0.868,0.2096,0.0,13,5617.78,26.423
